"Dénomination / Nom";"Début d'activité";"SIREN";"Représentants";"Adresse du siège";"Forme juridique";"Activité";"Département";"Etablissements";"Capital";"Statut"
"ENTREPRISE DE TRAVAUX PUBLICS ET PRIVES GEORGES DURMEYER";"01/01/1948";"'357802057";"OLIVIER DURMEYER, JEAN PAUL DURMEYER, JEROME DURMEYER, MATTHIEU JEROME DURMEYER, PIERRE HAGENBOURGER, VINCENT KELLER, MATTHIEU DURMEYER";"7 RUE DU PONT NEUF 57930 MITTERSHEIM FRANCE ";"Société par actions simplifiée";"Opérations commerciales industrielles mobilières immobilières et financières se rapportant directement ou Indeirectement à la construction de bâtiments et à l'exécution de tous travaux de constructions privés";"'57";"";"102000.0";"Active"
"B M";"01/01/1948";"'358802957";"- LENNINGER ROGER, JEAN LUC METZDORF, SYLVIE METZDORF, JEAN-MARC METZDORF";"4 RUE DE METZ 57360 AMNEVILLE FRANCE ";"SA à conseil d'administration";"ISOLATION DU BATIMENT";"'57";"";"92993.9";"Active"
"ROYAL SARL";"01/01/1948";"'361700842";"HENRI PIERRE MASDURAUD";"LIEUDIT PARC SAINT JEAN 57130 JOUY-AUX-ARCHES FRANCE ";"Société à responsabilité limitée";"Exploitation en France et à l'étranger d'un restaurant, sur place ou à emporter";"'57";"36 RUE SERPENOISE 57000 METZ FRANCE 34 RUE DES CLERCS 57000 METZ FRANCE ";"7622.45";"Active"
"GLACIERE DE SAINT-GUENOLE";"01/01/1948";"'375880390";"MARGARETH YVONNE LOUISE LANTHONY";"353 RUE LUCIEN LE LAY 29760 PENMARCH FRANCE ";"Société à responsabilité limitée";"La fabrication, l'achat, la vente de la glace alimentaire naturelle ou artificielle et de tout ce qui s'y rapporte, la production et l'exploitation de toutes activités liées au domaine du froid.";"'29";"RUE LUCIEN LE LAY 29760 PENMARCH FRANCE ";"30021.0";"Active"
"VEDREINE IMPRIMEURS";"01/01/1948";"'405720012";"PIERRE Mathonier, PIERRE Vedreine";"46 B RUE DE LA POMPE 75016 PARIS FRANCE ";"Société par actions simplifiée";"Imprimerie, lithographie, typographie, flexographie, offset.";"'75";"BARGUES 15130 SANSAC-DE-MARMIESSE FRANCE ";"38874.5";"Active"
"VET'SPORT";"01/01/1948";"'685550048";"";"9 RUE DE LA BARRE 71000 MACON FRANCE ";"Société par actions simplifiée";"achat, vente, création de tous vêtements de confection, de bonneterie, de lingerie blanc, linge de maison, articles de caoutchouc, articles de sport, tissus au mètre et plus généralement tout ce qui touche à l'habillement";"'71";"";"40000.0";"Active"
"CIE L AIGLE";"01/01/1948";"'905850236";"";"";"SA à conseil d'administration";"";"";"RUE DU CHATELET 77140 NEMOURS FRANCE ";"";"Active"
"CIE L AIGLE";"01/01/1948";"'905850244";"";"";"SA à conseil d'administration";"";"";"RUE DU CHATELET 77140 NEMOURS FRANCE ";"";"Active"
"A SAINT-JOSEPH";"01/01/1948";"'885781492";"ARMANDE JEANNE HARTH NEE DELLACHERIE";"35 GRAND PLACE 59200 TOURCOING FRANCE ";"Société à responsabilité limitée";"VOIR OBJET SOCIAL";"'59";"";"3475.84";"Active"
"LES EDITIONS ROSICRUCIENNES";"01/01/1948";"'955200969";"";"";"Société à responsabilité limitée";"";"";"56 RUE GAMBETTA 94190 VILLENEUVE-SAINT-GEORGES FRANCE 199 B RUE SAINT MARTIN 75003 PARIS 3 FRANCE CHATEAU D OMONVILLE 27110 LE NEUBOURG FRANCE ";"";"Active"
"S A PHOTOGRAVURE ROSSI";"01/01/1948";"'956504054";"RENE ROSSI";"82 RUE BECHEVELIN 69007 LYON FRANCE ";"SA à conseil d'administration";"Exploitation de tous ateliers de photogravure et de clicherie";"'69";"";"15244.9";"Active"
"SOCIETE ERDE MECANIQUE GENERALE";"01/01/1948";"'958504532";"MICHEL BERTRAND, ALAIN NEOLIER";"150 RTE D'HEYRIEUX 69360 SAINT-SYMPHORIEN-D'OZON FRANCE ";"Société par actions simplifiée";"Tous travaux à façon de mécanique générale de précision et électricité et éventuellement la fabrication de pièces d'outillage et tous appareils mécaniques, leur vente en gros, demi gros et détail";"'69";"269 RUE FRANCIS DE PRESSENSE 69100 VILLEURBANNE FRANCE ";"300000.0";"Active"
"SARL MAYENC PIECES AUTOS";"01/01/1948";"'958806929";"AMIR MEHDI GHOMASHCHI, ABAZAR GHAFFARY";"62 BD RENE CASSIN 06200 NICE FRANCE ";"Société à responsabilité limitée";"L'achat, vente, import, export des pièces détachées automobiles, achat, vente des automobiles";"'06";"";"7628.55";"Active"
"SOC GRAND HOTEL MODERNE";"01/01/1948";"'582089900";"ERIC Ribreau";"33 RUE DES ECOLES 75005 PARIS FRANCE ";"Société par actions simplifiée";"Hôtel meuble, restaurant.";"'75";"";"228516.0";"Active"
"DRAGAGE DENZ";"01/01/1948";"'785680273";"MANFRED REINHARTZ";"RUE DU MESSWEG 57970 BASSE-HAM FRANCE ";"Société à responsabilité limitée";"ENTREPRISE DE DRAGAGE DE SABLE";"'57";"";"11273.6";"Active"
"ETABLISSEMENTS ADRIEN RIQUIER";"01/01/1948";"'005520325";"LUDOVIC Bosschaert, AURELIE Bourdon, ETIENNE CATRY, SABINE CHARLET, ARNAUD Riquier";"12 RUE HENRI BARBUSSE 80570 DARGNIES FRANCE ";"Société par actions simplifiée";"toutes opérations industrielles et commerciales se rapportant au décolletage de tous métaux";"'80";"36 AV JUNOT 75018 PARIS FRANCE ";"600000.0";"Active"
"HEMA";"01/01/1948";"'375880051";"JEAN-FELIX LESUEUR, CECILE LUCE MARCHADOUR, PATRICK PETRE";"5 RUE HERVE MARCHAND 29000 QUIMPER FRANCE ";"Société par actions simplifiée";"À)entreprise de mécanique générale,commercialisation de ts matériels & fournitures industriels sur le territoire métropolitain français B)achat, vente, importation et exportation de ts matériels et fournit. Industriels; Études et recherches.";"'29";"";"2129178.0";"Active"
"SOCIETE D'EXPLOITATION BOULANGERIE PATISSERIE WILLE";"01/01/1948";"'313955619";"MARC ALBERT ALPHONSE WILLE, MARC WILLE";"8 RUE DES FOSSES 67250 ASCHBACH FRANCE ";"Société à responsabilité limitée";"EXPLOITATION D'UN FONDS DE BOULANGERIE, PATISSERIE, D'EPICERIE, AINSI QUE D'UN FONDS DE RESTAURANT.";"'67";"";"7622.45";"Active"
"EXPL AGRI INDU PLAN MORNE ETOI";"01/01/1948";"'318609369";"ALISON JANE ERNOULT, SERGE MARCEL MARIE JOSEPH Ernoult";"MORNE ETOILE 97250 SAINT-PIERRE FRANCE ";"Société par actions simplifiée";"Celle de l'objet social.";"'972";"LA POINTE DES NEGRES 97200 FORT-DE-FRANCE FRANCE 98 BD DE LA POINTE DES NEGRES 97200 FORT-DE-FRANCE FRANCE ";"18000.0";"Active"
"KONG";"01/01/1948";"'857200828";"";"BD SAINT-JEAN 63100 CLERMONT-FERRAND FRANCE ";"Société par actions simplifiée";"exploitation directe commerce de détail D'optique, lunetterie...";"'63";"33 AV DES ETATS-UNIS 63000 CLERMONT-FERRAND FRANCE 37 RUE DE L'HOTEL DE VILLE 63200 RIOM FRANCE 18 PL DE JAUDE 63000 CLERMONT-FERRAND FRANCE 45 AV DE ROYAT 63400 CHAMALIERES FRANCE 12 RUE LUFBERY 63400 CHAMALIERES FRANCE PUY CHANY 63360 SAINT-BEAUZIRE FRANCE RTE DEPARTEMENTALE 766 63370 LEMPDES FRANCE ";"300000.0";"Active"
"SOCIETE INTERNATIONALE DE PEAUX";"01/01/1948";"'715821682";"EDOUARD JEAN MOUISSE, CHRISTOPHE MOUISSE";"1 LA RICHARDE 81200 MAZAMET FRANCE ";"Société à responsabilité limitée";"L'industrie, le commerce et le négoce, sous telles formes que ce soit, en tous pays, des laines, peaux brutes, cuirs tannés ou non, de leur produits, sous-produits et dérivés, pour son compte, à façon, à la commission ou au courtage, au comptant ou à terme ; Le délainage, le lavage et en général l'exploitation des laines et peaux, soit pour son compte, soit à façon et d'une manière générale, toutes opérations se rattachant directement ou indirectement à ces industries, telles que carbonisage, épaillage, magasinage et manutentions diverses ; La fabrication et le négoce des engrais organiques ; L'importation, l'exportation, le courtage et le négoce de tous articles de décoration et confection ; La vente au détail de tous articles manufacturés ou non ; La création, l'acquisition, l'exploitation et la vente ou la location de tous établissements industriels et de tous fonds de commerce se rattachant directement ou indirectement à ces objets ; L'acquisition, la gestion et la location d'immeubles ; exceptionnellement la vente d'immeubles ; Toutes opérations de marchand de bien. Toutes opérations de quelque nature qu'elles soient, se rattachant directement ou indirectement à l'objet social et susceptibles d'en faciliter le développement ou la réalisation ; La participation de la société à toutes entreprises ou sociétés, créées ou à créer, dont l'objet serait susceptible de concourir, même indirectement, à la réalisation de l'objet social et ce par tous moyens, notamment par voie de création de sociétés nouvelles, d'apports, fusions, alliances ou sociétés en participation.";"'81";"";"309350.0";"Active"
"VETEMENTS ALBERT";"01/01/1948";"'552880726";"";"";"SA à conseil d'administration";"";"";"RUE EMILE ZOLA 10000 TROYES FRANCE ";"";"Active"
"MURRAY SAINT-MICHEL";"01/01/1948";"'572183911";"ARLETTE AYADI, STEPHANE HAMIAS, MAURICE Hamias, LISA PEREZ";"55 BD SAINT-MICHEL 75005 PARIS FRANCE ";"SA à conseil d'administration";"L'achat et la vente, sous toutes ses formes, de tous articles Demaroquinerie, ganterie, articles de sport, de voyage, Bijouteriarticles de Paris, bimbeloterie, tissus, achat et vente de chaussures en tous genres, vêtements et tous articles de cuir";"'75";"";"45734.71";"Active"
"SOCIETE AUXILIAIRE DE TRAVAUX";"01/01/1948";"'580500759";"NICOLAS LAURENT ANDRE DUBREUILH";"8 RUE DES JARDINIERS 76000 ROUEN FRANCE ";"Société par actions simplifiée";"Étude et réalisation de tous travaux publics et particuliers, extraction, fabrication et transformation de tous matériaux de construction, achat, vente et représentation, Levraison, transporter les matériaux et marchandises";"'76";"58 RUE DESSEAUX 76100 ROUEN FRANCE 15 RUE FELIX FAURE 76220 GOURNAY-EN-BRAY FRANCE LA GARENNE 76220 GOURNAY-EN-BRAY FRANCE 27370 AMFREVILLE-SAINT-AMAND FRANCE 27190 LOUVERSEY FRANCE 3 RUE DE LA PETITE CHARTREUSE 76000 ROUEN FRANCE ";"161250.0";"Active"
"AUVRAY FRERES";"01/01/1948";"'582750667";"EMMANUEL MAURICE ANDRE CANNESANT";"18 BD DU GENERAL DE GAULLE 76200 DIEPPE FRANCE ";"Société à responsabilité limitée";"Acconage chargement et déchargement de navires sous toutes leurs formes transit importation et exportation de marchandises transports maritimes terrestres et aériens - consignation et affrètements des navires - les formalités en douanes - toutes opérations de commissions, consignation et manutention des marchandises et particulièrement l'exploitation d'un fonds d'entreprise de cette nature - Toutes opérations industrielles, commerciales ou financières, mobilières ou immobilières, pouvant se rattacher directement ou indirectement à son objet social et à tous objets similaires - Toutes opérations civiles se rattachant à son objet, en particulier consentir des hypothèques et donner des cautions hypothécaires - La participation de la société par tous moyens, à toutes entreprises ou sociétés créees ou à créer, pouvant se rattacher à son objet social, notamment, par voie de création de société nouvelle, d'apport, commandite, souscription ou achat de titres ou droits sociaux, fusion, alliance ou société de participation";"'76";"";"7630.0";"Active"
"BOUCHERIE YDRON";"01/01/1948";"'585880701";"PASCAL DUDEBOUT";"1 RUE DU GENERAL AUGEREAU 02420 LE CATELET FRANCE ";"Société à responsabilité limitée";"Boucherie, charcuterie, crémerie, traiteur.";"'02";"";"30240.0";"Active"
"ETABLISSEMENTS VALENT";"01/01/1948";"'615850211";"CHRISTIAN LIMOUZY";"RTE DE QUILLAN 11580 ALET-LES-BAINS FRANCE ";"Société à responsabilité limitée";"vente en gros demi-gros et au détail achat fabrication représentation commission de tous articles Chaussants ou Acccessoires ainsi que de tous articles de bonneterie";"'11";"";"7622.45";"Active"
"ETABLISSEMENTS PAUL VUILLET";"01/01/1948";"'646250027";"NOEMIE CLOSCAVET, CHRISTOPHE ALAIN MILLIER, MATHIEU VINCENT RENE PEREZ";"55 GRANDE RUE 39400 LONGCHAUMOIS FRANCE ";"Société par actions simplifiée";"L'exploitation de tous fonds de commerce de vins, alimentation générale, produits du sol, transports publics routiers de marchandises, et généralement toutes opérations commerciales, industrielles ou financières, mobilières ou immobilières se rapportant directement ou indirectement à l'objet ci-dessu ou pouvant favoriser le développement de lasociété";"'39";"GRANDE RUE 39400 LONGCHAUMOIS FRANCE ";"44100.0";"Active"
"PIERRARD GROUP";"01/01/1948";"'655580314";"";"13 AV GEORGES CLEMENCEAU 57500 SAINT-AVOLD FRANCE ";"Société par actions simplifiée";"Entreprise de transports routiers, service de transports publics de marchandises, de personnes, location de véhicules pour le transport Routier de marchandises, location de voitures sans chauffeur, exploitation de garage, achat et vente de véhicules, de matériel automobile et accès- Soires. La vente d'essence et d'huile, la réparation, le courtage, l'importation, l'exportation, la fabrication, la mise en fabrication de tous produits et objets concernant la branche automobile et ses Acc.";"'57";"";"1264920.0";"Active"
"LE SOLEIL ACCIDENTS";"01/01/1948";"'665820148";"";"";"SA à conseil d'administration";"";"";"RUE DU VALLAT 43100 BRIOUDE FRANCE ";"";"Active"
"CDC PROD DUBONNET CINZANO BYRH";"01/01/1948";"'059800326";"";"";"SA à conseil d'administration";"";"";"BD DU CAPITAINE GEZE 13014 MARSEILLE 14 FRANCE ";"";"Active"
"ETABLISSEMENTS ANDRE MOREY";"01/01/1948";"'300702230";"FRANCOIS JEAN-JACQUES PERROT";"3 AV DE LA GARE 21220 GEVREY-CHAMBERTIN FRANCE ";"Société à responsabilité limitée";"Vins Fins et ordinaires, mousseux, champagnes, alcools, spiritueux et jus de fruits.";"'21";"2 RUE DE L'ARQUEBUSE 21200 BEAUNE FRANCE 20 QUAI DU PRIOURAT 33500 LIBOURNE FRANCE 3 RUE LOUIS JEANPERRIN 25200 MONTBELIARD FRANCE 119 AV BOUCICAUT 71100 CHALON-SUR-SAONE FRANCE 3 RUE PIERRE RICHARD 21200 BEAUNE FRANCE ";"184500.0";"Active"
"ETABLISSEMENTS MICHEL";"01/01/1948";"'783055353";"JEROME MESGUICH, ELSA MICHEL";"AV PIERRE ET MARIE CURIE 83240 CAVALAIRE-SUR-MER FRANCE ";"Société à responsabilité limitée";"Le négoce sous toutes ses formes de tous articles de produits de marchandises";"'83";"23 AV PIERRE ET MARIE CURIE 83240 CAVALAIRE-SUR-MER FRANCE PAS DU PORT 83990 SAINT-TROPEZ FRANCE ";"7622.45";"Active"
"ETABLISSEMENTS J. LANNOY PERE ET FILS";"01/01/1948";"'885481200";"LOUIS JULES ROBERT LANNOY, NICOLE LANNOY NEE DEBARBIEUX, ALPHONSE LUCIEN JOSEPH DHALLUIN, ANDRE PARENT";"53 RUE MARCEL HENAUX 59700 MARCQ-EN-BAROEUL FRANCE ";"SA à conseil d'administration";"VOIR OBJET SOCIAL";"'59";"";"457347.05";"Active"
"SARL ETS AZEMA BIGOU";"01/01/1948";"'935880534";"MICHEL FRANCOIS FREDERIC LUCIEN AZEMA, MICHEL FRANCOIS FREDERIC AZEMA";"LD CAMPREDON 09300 LESPARROU FRANCE ";"Société à responsabilité limitée";"Fabrication vente de peignes en corne et matières similaires effilochage et commerce de toutes matières textiles";"'09";"";"83846.96";"Active"
"LES FILS DE FORT BASILE SAS";"01/01/1948";"'936180199";"ALAIN EDOUARD RAYMOND GARCIA, PATRICK ANDRE GARCIA, ALAIN GARCIA";"ZI 09190 LORP-SENTARAILLE FRANCE ";"Société par actions simplifiée";"Commerce de bestiaux de toutes catégories, en gros et en détail, boucherie en gros";"'09";"LA VILLE 09190 SAINT-LIZIER FRANCE ";"249092.0";"Active"
"ETABLISSEMENTS PARMENTIER ET PAROIELLE";"01/01/1948";"'615880440";"JEAN ANDRE RONGEOT, ANDRE QUARTUS EDOUARD PAROIELLE";"94 RUE DU GENERAL LECLERC 80130 FRIVILLE-ESCARBOTIN FRANCE ";"Société à responsabilité limitée";"polissage, chromage, nickelage";"'80";"";"44880.0";"Active"
"GENES DIFFUSION";"01/01/1948";"'783572209";"ASSOCIES MONTIEL ET, JEAN-FRANCOIS DARROUSEZ, RENOLD DUCLOY, PIERRE LOSI, JEAN-MICHEL PHILIBERT MARIE FORTIN, CLAUDE GRENIER";"3595 RTE DE TOURNAI 59500 DOUAI FRANCE ";"Société coopérative agricole";"Insémination artificielle - transplantation embryonnaire - entretien et production de semences de reproducteurs mâles - constats de gestation - mise à disposition de personnel et de matériel spécialisés.approvisionnement en produitsnécessaires à l'élevage.";"'59";"LA MORERIE 53480 ST GEORGES LE FLECHARD FRANCE DOM DE PIXERECOURT 54220 MALZEVILLE FRANCE 17 RUE DU CHATEAU 08000 VILLERS-SEMEUSE FRANCE 81 RUE DE GERARDCOURT 54410 LANEUVEVILLE-DEVANT-NANCY FRANCE 29 RUE DE LORIENT 35000 RENNES FRANCE LES ROCHETTES 85000 ROCHE SUR YON (LA) FRANCE ";"";"Active"
"BUREAU D'ETUDES ET DE RECHERCHES POUR L'INDUSTRIE MODERNE BERIM";"01/01/1948";"'572028629";"MAGALI Saturnin, BERGERET JEAN, GILLES YVON CLAUDE MARIE BONTEMPS, BERNARD LOURS, HERVE LOUIS MARIE BROGAT, STANISLAS MARCEL JOSEPH CHOISEAU, LAURENT GUY GENNEVIEVE DELEPAUT, YVES SERDENIF, LUC ALAIN JEANSANNETAS";"51 RUE PAUL MEURICE 75020 PARIS FRANCE ";"SA à conseil d'administration";"Bureau d'études techniques, prestations de services.";"'75";"ALL CHAPLIN CHARLES 13500 MARTIGUES FRANCE 65 RUE DU GENERAL GALLIENI 93100 MONTREUIL FRANCE 17 PL DE LA PAIX 69200 VENISSIEUX FRANCE LONG BOIS 97232 LE LAMENTIN FRANCE 61 RUE DE L’ABBE GREGOIRE 97110 POINTE-A-PITRE FRANCE 37 RUE DESIRE GRANET 76800 SAINT-ETIENNE-DU-ROUVRAY FRANCE RUE SAINT CHRISTOPHE 97200 FORT-DE-FRANCE FRANCE 149 AV JEAN LOLIVE 93500 PANTIN FRANCE 295 AV DU MARECHAL LECLERC 59500 DOUAI FRANCE 33 QUAI D’ALSACE 59500 DOUAI FRANCE 3 BD SALVADOR ALLENDE 44100 NANTES FRANCE RTE ROYALE 20600 BASTIA FRANCE RUE AMPERE 31670 LABEGE FRANCE RUE JEAN BART 31670 LABEGE FRANCE 297 BD DE LIEGE 59500 DOUAI FRANCE 4 RUE RENE DEMARNE 97490 SAINT-DENIS FRANCE 50 RUE ETTORE BUGATTI 76800 SAINT-ETIENNE-DU-ROUVRAY FRANCE CHE DE SORIECH 34970 LATTES FRANCE 32 ALL DE BOUTAUT 33300 BORDEAUX FRANCE 1 RUE PREVOST 33520 BRUGES FRANCE 59 RUE DES FUSAINS 34750 VILLENEUVE-LES-MAGUELONE FRANCE ";"3050000.0";"Active"
"ETABLISSEMENTS JOUANNOT ET COMPAGNIE";"01/01/1948";"'445720899";"";"158 B RUE DE LOUVROIL 59330 HAUTMONT FRANCE ";"Société par actions simplifiée";"La rénovation des logements, l'installation et la maintenance des réseaux câblés et le contrôle d'accès, ainsi que la vidéo -intrusion";"'59";"129 RTE D'AVESNES 59600 MAUBEUGE FRANCE ";"93000.0";"Active"
"SCI AUGER GRIGNON";"01/01/1948";"'443628441";"DOMINIQUE AUGER, CAMILLE AUGER, FRANCOIS AUGER, CLAIRE AUGER, ALEX-ADRIEN AUGER, FREDERIC AUGER, THIERRY AUGER, HUBERT PORTE";"14 RUE DU TINTORET 92600 ASNIERES-SUR-SEINE FRANCE ";"Société civile immobilière";"Location d'une propriété de famille";"'92";"17 AV DE BALZAC 92410 VILLE-D'AVRAY FRANCE ";"268976.0";"Active"
"M VEPIERRE PERE ET FILS";"01/01/1948";"'358500437";"FLORENCE REGINE CHANTAL SCORNET";"23 RUE BUFFON 76600 LE HAVRE FRANCE ";"Société à responsabilité limitée";"Café débit restaurant traiteur";"'76";"";"50000.0";"Active"
"CRESP SA";"01/01/1948";"'415750363";"CRESP JEAN FRANCOIS, CRESP PIERRE, ESCAPIN HERVE, CRESP SUZANNE";"AV MICHEL CHEVALIER 06130 GRASSE FRANCE ";"SA à conseil d'administration";"Matières premières et produits utilisés dans la parfumerie";"'06";"";"304898.03";"Active"
"SCI  DU GUILLERMET";"01/01/1948";"'425378783";"BETTINA DANIELE MARIE-CLAUDE CLARISSE EXPERTON, JEAN-MICHEL YVES MARIE EXPERTON, YVES EXPERTON, VERANE TOY-RIONT";" Lieu-dit LE GUILLERMET 38850 CHARAVINES FRANCE ";"Société civile immobilière";"PROPRIETE, ADMINISTRATION ET EXPLOITATION PAR BAIL, LOCATION OU AUTREMENT DE BIENS IMMOBILIERS A USAGE INDUSTRIEL ET COMMERCIAL.";"'38";"";"1539.74";"Active"
"SCI AGRO";"01/01/1948";"'429240526";"PATRICIA Bauller, CHRISTIAN FRANCOIS MARCEL Latour, CHRISTIAN FRANOIS MARCEL Latour";"133 RUE SAINT-DOMINIQUE 75007 PARIS FRANCE ";"Société civile";"L'ADMINSITRATION ET L'EXPLOITATION PAR BAIL OU LOCATION, PAR EXPLOITATION DIRECTE DES TERRES OU AUTREMENT DES IMMEUBLES APPORTESA LA SOCIETE, L'ACHAT, LA PRISE EN LOCATION DE TOUS AUTRES IMMEUBLES";"'75";"";"2324.85";"Active"
"ETABLISSEMENTS ROY";"01/01/1948";"'525780045";"";"4 CHE DE RANGEARD 17600 SAUJON FRANCE ";"Société par actions simplifiée";"Industrie et commerce de scierie mécanique, d'exploitation forestière, abattage, sciage, carbonisation, négoce, commission et courtage des bois et de leurs dérivés sous toutes leurs formes (gros et détail)";"'17";"";"99800.0";"Active"
"LES AFFICHES DE LA HAUTE SAONE";"01/01/1948";"'675850754";"JEAN-FRANCOIS JUST ABEL ROYER-GASPARD";"29 AV DE LA REPUBLIQUE 70200 LURE FRANCE ";"Société à responsabilité limitée";"La rédaction, la composition, l'impression, la mise en vente et la distribution d'un journal d'information ayant pour titre ""les affiches de la Haute-Saône"".";"'70";"";"304.9";"Active"
"ETS SAMBARDIER SCIERIE DU PONT-GAILLARD";"01/01/1948";"'725781306";"PHILIPPE SAMBARDIER";"LD PONT GAILLARD 69870 CLAVEISOLLES FRANCE ";"Société par actions simplifiée";"EXPLOITATION FORESTIERE SCIERIE, BOIS, TOURNERIE, CAISSERIE, INDUSTRIE DU BOIS";"'69";"";"120000.0";"Active"
"CIE FSE ENTREP INDUSTR FINANC";"01/01/1948";"'551750482";"";"";"SA à conseil d'administration";"";"";"QUAI DE LA GENDARMERIE 62100 CALAIS FRANCE ";"";"Active"
"ENTREPRISE ROUSSEAU";"01/01/1948";"'552034704";"OLIVIER Rousseau, DENIS Rousseau";"100 RUE DE LA TOMBE ISSOIRE 75014 PARIS FRANCE ";"Société par actions simplifiée";"Plomberie, installation de chauffage central, salle de bain, rénovation d'appartement tous corps d'état et couverture";"'75";"13 RUE D'ALESIA 75014 PARIS FRANCE 79 RUE DE BAGNEUX 92120 MONTROUGE FRANCE 10 RUE D'ALESIA 75014 PARIS FRANCE 22 RUE DE LA FONTAINE AU ROI 75011 PARIS FRANCE 116 AV DU GENERAL LECLERC 92340 BOURG-LA-REINE FRANCE 77 AV DE PARIS 92320 CHATILLON FRANCE ";"300000.0";"Active"
"ETABL M PELTIER ELECTR AUTO";"01/01/1948";"'552057176";"JEAN MARCEL JACQUES PIERRE SENET";"17 RUE DUPIN 75006 PARIS FRANCE ";"Société à responsabilité limitée";"Location de biens immobiliers";"'75";"9 BD DU LYCEE 92170 VANVES FRANCE ";"27600.0";"Active"
"MONDEX";"01/01/1948";"'558503769";"";"2 RUE AMPERE 67720 HOERDT FRANCE ";"Société par actions simplifiée";"L'achat et la revente avec ou sans transformation l'impression de toutes matières plastiques l'achat et la revente de tissus en tous genres le commerce en gros la transformation l'importation l'exportation de tous articles y compris les produits agricoles.";"'67";"";"288000.0";"Active"
"SOC ROBINETTERIE DE PARIS";"01/01/1948";"'562098509";"ANDRE ANGIER, ANDRE ROBERT JEAN LELONG, MICHEL LEVREL, STEPHANIE MARIE THERESE VATTEBLED";"47 RUE RICHARD LENOIR 75011 PARIS FRANCE ";"SA à conseil d'administration";"NEGOCE EN GROS DEMI-GROS DE TOUS ARTICLES UTILISES DANS LE BATIMENT ET PLUS SPECIALEMETN TOUS ARTICLES DE ROBINETTERIE SERRURES ET ACCESSOIRES AINSI QUE TOUS APPAREILS SANITAIRES OU MENAGERS LA FABRICATION ET LE NEGOCE EN GROS ET DEMI-GROS DE TOUS ARTICLESDE ROBINETTERIE ET DE SERRURERIE AINSI QUE TOUS APPAREILS SANITAIRES OU MENAGERS";"'75";"";"38112.25";"Active"
"ETABLISSEMENTS G. PIVAUDRAN";"01/01/1948";"'571650126";"MARC PIVAUDRAN";"22 RUE DE LA FREGIERE 46200 SOUILLAC FRANCE ";"Société par actions simplifiée";"Fabrication, achat, vente de tous articles, notamment boités, capsules, bouchons, tubes, étuis..., Emboutissage et déformation de métal -Achat à la sa société Suinat à Taverny (95).";"'46";"182 RUE DE SAINT-PRIX 95150 TAVERNY FRANCE DE GAULLE 46200 SOUILLAC FRANCE 25 RUE PRESSIGNAC 46200 SOUILLAC FRANCE 29 RUE LOUQSOR 46200 SOUILLAC FRANCE QUAI DE LA RECEGE 46200 SOUILLAC FRANCE AV DE SARLAT 46200 SOUILLAC FRANCE TRAVERS DES VIASSES 46200 SOUILLAC FRANCE 61 AV DE SARLAT 46200 SOUILLAC FRANCE ";"1050000.0";"Active"
"ETABLISSEMENTS LOUIS MARELLI ET FILS";"01/01/1948";"'572074037";"FLORENCE Geminien";"5 B RUE LA VIEUVILLE 75018 PARIS FRANCE ";"Société par actions simplifiée";"Entreprise de fumisterie et installations de chauffage";"'75";"";"48784.0";"Active"
"SOC LE CAMELEON";"01/01/1948";"'572177798";"PIERRE FERNAND HARQUEVAUX, PIERRETTE COTIN, PIERRE BERNARD HARQUEVAUX";"39 B RUE DES PIVOINES 94140 ALFORTVILLE FRANCE ";"Société par actions simplifiée";"L'exploitation d'un fonds de commerce de peinture décoration en bâtiments voitures automobiles et machines industrielles";"'94";"RUE DE GRENOBLE 94140 ALFORTVILLE FRANCE ";"185300.0";"Active"
"ETS REPARPNEU";"01/01/1948";"'581980794";"MICHEL SIMON";"GRAND FONT 24330 BOULAZAC ISLE MANOIRE FRANCE ";"Société à responsabilité limitée";"Achat et vente de tous articles caoutchouc industriel et manufacture, y compris les pneumatiques, la réparation et la vulcanisation de tous articles de caoutchouc la vente des accessoires pour autos, motos et vélos de l'essence des huiles et dérives.";"'24";"18 RUE GAMBETTA 24000 PERIGUEUX FRANCE SALTGOURDE 24430 MARSAC-SUR-L'ISLE FRANCE 143 BD DU PETIT CHANGE 24000 PERIGUEUX FRANCE 5 ALL JACQUES DUCLOS 24330 BOULAZAC ISLE MANOIRE FRANCE 12 PL CHARLES DE GAULLE 29600 MORLAIX FRANCE ";"85371.45";"Active"
"ETABLISSEMENTS ANTONY BERG";"01/01/1948";"'582020137";"LAURENT JEAN DAMOUR";"12 RUE CHORON 75009 PARIS FRANCE ";"Société par actions simplifiée";"COUVERTURE ET PLOMBERIE.";"'75";"";"37000.0";"Active"
"J. SINET-CONSEILS FISCAUX SOCIETES";"01/01/1948";"'582111126";"PHILIPPE SINET";"30 RUE DE SAINT-PETERSBOURG 75008 PARIS FRANCE ";"Société à responsabilité limitée";"Cabinet d'avocat";"'75";"4 RUE DE TOURNON 75006 PARIS FRANCE 66 RUE DE MIROMESNIL 75008 PARIS FRANCE ";"23250.0";"Active"
